Age,Occupation,Marital_Status,Policies_Purchased,Renewal_History,Policy_Lapses,Claim_Frequency,Claim_Amount,Premium_Paid,Payment_Mode,Payment_Timing,Customer_Service_Interactions,Response_to_Offers,Cross_Selling_Products,Customer_Lifetime_Value
18,Retired,Widowed,1,On-time,2,2,2446,1382,Credit Card,On-time,2,Positive,Only Home,1492
74,Student,Widowed,2,On-time,2,3,1951,3125,UPI,On-time,4,Negative,Auto + Home,3656
71,Retired,Divorced,1,On-time,2,2,2717,2653,UPI,On-time,9,Positive,Only Auto,2865
37,Engineer,Divorced,2,On-time,1,1,39681,4066,Cash,On-time,2,Positive,Only Home,4025
45,Retired,Divorced,3,Missed,0,2,12390,759,UPI,On-time,4,Positive,Health + Life,910
74,Engineer,Widowed,1,On-time,1,0,0,2008,Bank Transfer,On-time,1,Neutral,Only Auto,1807
60,Retired,Divorced,1,On-time,2,1,16477,812,Credit Card,On-time,2,Positive,Only Auto,803
54,Student,Married,5,On-time,1,4,18980,3178,UPI,On-time,6,Positive,Only Health,4004
64,Student,Single,3,Late,1,0,0,2344,Bank Transfer,On-time,7,Neutral,Only Health,2109
54,Engineer,Widowed,5,Missed,1,2,7594,3084,Credit Card,On-time,4,Neutral,Only Home,3330
29,Business,Single,2,On-time,0,4,45693,4514,Credit Card,On-time,2,Positive,Health + Life,6319
54,Student,Married,2,On-time,1,0,0,3751,Bank Transfer,On-time,3,Positive,Only Health,3375
66,Business,Divorced,3,Late,1,3,10098,2033,Credit Card,On-time,2,Neutral,Auto + Home,2378
66,Teacher,Single,2,Late,0,0,0,1923,Bank Transfer,On-time,2,Negative,Only Auto,1923
73,Engineer,Married,3,On-time,1,4,15012,2520,Bank Transfer,On-time,8,Positive,Auto + Home,3175
61,Self-Employed,Married,2,On-time,1,3,31702,2191,UPI,On-time,3,Positive,Only Auto,2563
73,Student,Single,4,On-time,1,2,46018,2228,Cash,Late,5,Positive,Auto + Home,2406
45,Doctor,Widowed,1,On-time,1,1,49176,827,Bank Transfer,On-time,2,Positive,Only Auto,818
64,Teacher,Single,4,Missed,1,2,11346,2088,UPI,On-time,7,Positive,Only Health,2255
32,Business,Widowed,3,On-time,2,1,15428,4253,Credit Card,Late,3,Neutral,Auto + Home,4210
23,Student,Divorced,3,On-time,1,1,6755,3394,UPI,On-time,7,Neutral,Only Home,3360
61,Engineer,Widowed,4,On-time,0,4,46884,597,Bank Transfer,On-time,1,Neutral,Only Home,835
37,Self-Employed,Divorced,1,On-time,1,3,7283,2847,UPI,Late,8,Positive,Health + Life,3330
67,Retired,Single,1,On-time,2,3,2337,1597,Cash,Late,1,Neutral,Health + Life,1868
31,Self-Employed,Divorced,5,On-time,0,0,0,584,Credit Card,On-time,2,Positive,Health + Life,584
19,Doctor,Married,2,On-time,0,2,21857,1777,UPI,On-time,2,Positive,Auto + Home,2132
26,Business,Divorced,5,On-time,1,4,25936,3211,Credit Card,On-time,4,Neutral,Only Auto,4045
54,Teacher,Widowed,1,On-time,2,2,40594,1018,Bank Transfer,On-time,2,Positive,Health + Life,1099
37,Self-Employed,Widowed,4,Late,1,0,0,4023,Cash,Late,7,Positive,Only Health,3620
43,Engineer,Widowed,2,Missed,2,0,0,683,Cash,On-time,9,Neutral,Only Home,614
46,Doctor,Divorced,4,On-time,2,4,46697,1472,UPI,On-time,6,Neutral,Only Home,1854
18,Engineer,Widowed,5,Late,1,0,0,3885,Credit Card,On-time,0,Positive,Only Health,3496
72,Student,Widowed,3,On-time,2,4,42532,2888,Credit Card,On-time,5,Positive,Only Home,3638
52,Retired,Married,4,On-time,1,0,0,4822,UPI,On-time,1,Neutral,Auto + Home,4339
23,Teacher,Divorced,5,Missed,2,3,9013,4327,UPI,On-time,7,Negative,Only Health,5062
54,Engineer,Married,5,On-time,0,4,36812,2811,UPI,On-time,9,Negative,Auto + Home,3935
70,Business,Widowed,5,On-time,1,3,6018,2997,UPI,On-time,7,Negative,Only Home,3506
22,Student,Widowed,3,Missed,2,3,19617,3979,Cash,On-time,6,Positive,Only Health,4655
50,Student,Widowed,3,Late,0,4,28868,4765,UPI,On-time,7,Positive,Only Health,6671
66,Teacher,Divorced,3,On-time,0,2,41235,1065,Credit Card,Late,0,Positive,Only Health,1278
68,Student,Single,2,Missed,0,1,43774,2435,Bank Transfer,On-time,7,Positive,Only Home,2678
31,Business,Widowed,3,On-time,0,0,0,1326,Credit Card,Late,0,Positive,Only Home,1326
29,Engineer,Widowed,3,On-time,1,0,0,3617,UPI,On-time,2,Neutral,Only Home,3255
59,Teacher,Widowed,3,On-time,2,2,2889,849,Cash,On-time,3,Positive,Health + Life,916
37,Student,Widowed,4,On-time,0,1,25060,598,UPI,On-time,2,Positive,Health + Life,657
70,Student,Divorced,3,On-time,2,2,11091,2269,Bank Transfer,Late,1,Neutral,Only Auto,2450
67,Business,Single,2,On-time,2,1,47283,2304,UPI,On-time,2,Positive,Only Health,2280
41,Retired,Single,5,On-time,2,4,20039,1560,Bank Transfer,On-time,8,Positive,Only Home,1965
60,Retired,Single,4,On-time,1,4,44289,4009,UPI,Late,1,Neutral,Only Health,5051
51,Self-Employed,Widowed,1,On-time,1,3,4718,3556,Cash,On-time,4,Positive,Auto + Home,4160
42,Student,Widowed,3,On-time,0,3,22919,4670,Credit Card,On-time,2,Neutral,Auto + Home,6071
67,Engineer,Single,5,Missed,2,4,43016,2605,Bank Transfer,On-time,8,Negative,Only Home,3282
46,Teacher,Single,5,On-time,1,3,10698,3590,Credit Card,On-time,6,Positive,Health + Life,4200
74,Student,Widowed,4,On-time,1,4,48251,901,UPI,On-time,9,Neutral,Only Auto,1135
56,Doctor,Widowed,1,On-time,1,2,35398,687,Credit Card,On-time,2,Positive,Health + Life,741
48,Teacher,Married,2,Late,0,0,0,4484,Cash,On-time,1,Negative,Only Health,4484
73,Self-Employed,Married,5,On-time,1,4,18375,638,Cash,On-time,1,Positive,Health + Life,803
64,Retired,Married,5,On-time,2,4,49051,642,Credit Card,On-time,4,Negative,Only Home,808
60,Student,Single,5,On-time,1,4,38358,4703,Credit Card,On-time,8,Neutral,Health + Life,5925
67,Business,Divorced,5,On-time,1,3,7866,720,Cash,On-time,1,Neutral,Auto + Home,842
40,Doctor,Widowed,4,On-time,0,3,29544,4740,Bank Transfer,On-time,1,Negative,Only Home,6162
61,Student,Married,1,On-time,2,3,42990,2923,Bank Transfer,On-time,7,Positive,Only Home,3419
55,Self-Employed,Divorced,5,Missed,1,3,5921,4600,Cash,Late,2,Positive,Only Home,5382
37,Engineer,Widowed,2,On-time,2,2,47113,4528,Cash,On-time,2,Neutral,Health + Life,4890
40,Doctor,Divorced,2,Late,2,4,42522,887,Bank Transfer,On-time,5,Negative,Auto + Home,1117
62,Self-Employed,Single,3,Missed,1,2,33759,4338,Credit Card,On-time,5,Neutral,Health + Life,4685
69,Student,Single,5,Missed,0,3,23665,3531,Credit Card,On-time,5,Negative,Only Health,4590
33,Engineer,Single,5,Missed,2,2,25942,1059,UPI,On-time,4,Neutral,Only Auto,1143
67,Doctor,Married,5,Late,1,4,7249,2339,Bank Transfer,On-time,3,Negative,Only Auto,2947
59,Engineer,Widowed,5,On-time,2,4,1793,3734,Cash,On-time,8,Neutral,Only Auto,4704
72,Engineer,Single,5,On-time,2,3,28679,2271,UPI,On-time,3,Positive,Only Health,2657
25,Doctor,Married,2,On-time,2,4,14993,864,Credit Card,On-time,0,Neutral,Only Health,1088
67,Doctor,Married,1,Late,1,2,34754,916,Bank Transfer,Late,7,Positive,Only Health,989
38,Engineer,Married,1,On-time,2,1,26533,2135,UPI,On-time,7,Positive,Auto + Home,2113
18,Self-Employed,Married,3,On-time,2,4,4595,2568,Credit Card,On-time,2,Neutral,Only Home,3235
72,Retired,Single,2,On-time,0,2,49295,1016,Cash,On-time,8,Positive,Only Health,1219
25,Doctor,Married,5,Late,1,2,48181,4531,Credit Card,On-time,6,Positive,Only Auto,4893
46,Student,Single,1,Late,1,2,3256,1720,Credit Card,On-time,6,Positive,Only Auto,1857
49,Teacher,Single,4,On-time,2,4,13101,1160,Bank Transfer,On-time,4,Positive,Health + Life,1461
55,Business,Married,4,On-time,0,1,47490,3916,Cash,On-time,2,Neutral,Only Home,4307
22,Engineer,Single,4,On-time,2,3,30408,829,Bank Transfer,On-time,9,Positive,Only Health,969
64,Engineer,Widowed,5,On-time,2,3,31946,877,Cash,Late,4,Neutral,Only Home,1026
39,Business,Widowed,5,On-time,1,4,44182,3782,UPI,On-time,2,Positive,Only Health,4765
64,Retired,Divorced,3,On-time,0,4,37944,659,Credit Card,On-time,2,Positive,Only Auto,922
51,Business,Widowed,3,Missed,2,0,0,1763,Bank Transfer,On-time,0,Positive,Only Home,1586
18,Doctor,Single,3,On-time,1,1,16416,4674,Cash,On-time,3,Positive,Only Home,4627
72,Business,Single,4,On-time,2,2,39022,2699,Bank Transfer,On-time,8,Neutral,Only Health,2914
72,Engineer,Widowed,5,Late,2,2,9429,3064,Credit Card,Late,5,Positive,Only Health,3309
43,Business,Married,4,On-time,0,3,14783,2930,Credit Card,Late,5,Positive,Only Home,3809
60,Teacher,Married,3,On-time,0,4,25290,2537,UPI,On-time,5,Positive,Only Health,3551
27,Student,Single,5,On-time,0,1,46685,2899,Cash,On-time,4,Neutral,Only Home,3188
47,Doctor,Married,2,Missed,2,3,35500,1724,Cash,Late,1,Neutral,Health + Life,2017
67,Business,Divorced,1,On-time,0,1,49243,2488,UPI,On-time,4,Neutral,Only Home,2736
35,Engineer,Divorced,1,On-time,1,4,45021,1365,UPI,On-time,9,Positive,Auto + Home,1719
34,Self-Employed,Widowed,3,Missed,2,2,34582,890,Cash,On-time,2,Neutral,Only Home,961
43,Student,Widowed,4,Late,0,0,0,1908,Cash,On-time,9,Positive,Health + Life,1908
25,Doctor,Married,2,On-time,2,1,40803,4530,Bank Transfer,Late,1,Negative,Health + Life,4484
64,Engineer,Single,5,Late,2,2,2186,4935,Cash,On-time,3,Neutral,Only Auto,5329
57,Retired,Widowed,4,Missed,1,1,19609,2054,Bank Transfer,On-time,9,Positive,Only Auto,2033
66,Teacher,Divorced,3,Missed,1,1,10176,4547,Bank Transfer,On-time,8,Neutral,Auto + Home,4501
29,Retired,Widowed,4,Missed,1,1,26373,631,Bank Transfer,Late,6,Positive,Only Health,624
44,Teacher,Widowed,3,On-time,2,4,32955,4179,Bank Transfer,On-time,9,Positive,Only Health,5265
25,Business,Divorced,1,On-time,2,3,22557,3576,Credit Card,On-time,8,Neutral,Health + Life,4183
42,Doctor,Single,1,On-time,1,1,29738,4972,UPI,On-time,2,Positive,Health + Life,4922
63,Business,Widowed,4,On-time,2,4,26119,2021,UPI,On-time,1,Positive,Only Auto,2546
21,Teacher,Widowed,2,Missed,1,0,0,3769,Cash,On-time,8,Positive,Health + Life,3392
50,Teacher,Widowed,5,Late,1,3,11738,940,UPI,On-time,5,Negative,Only Home,1099
18,Teacher,Married,3,On-time,0,4,6041,2241,UPI,On-time,9,Negative,Only Home,3137
36,Student,Widowed,5,On-time,1,0,0,1703,Credit Card,On-time,3,Positive,Auto + Home,1532
48,Engineer,Divorced,1,On-time,0,3,41527,740,Bank Transfer,On-time,3,Positive,Only Home,962
33,Doctor,Single,2,On-time,1,4,10250,3891,Bank Transfer,On-time,9,Positive,Auto + Home,4902
31,Business,Single,2,Late,2,0,0,4221,Bank Transfer,On-time,9,Positive,Only Auto,3798
70,Business,Divorced,5,On-time,0,4,26688,4618,UPI,On-time,5,Positive,Only Home,6465
65,Retired,Married,1,On-time,2,0,0,1703,UPI,On-time,6,Positive,Auto + Home,1532
22,Teacher,Divorced,5,On-time,2,1,1946,2387,Cash,On-time,9,Negative,Only Health,2363
58,Self-Employed,Single,4,On-time,1,1,37798,4770,Credit Card,On-time,4,Neutral,Auto + Home,4722
43,Teacher,Divorced,2,Missed,1,3,9327,697,Credit Card,On-time,7,Positive,Only Home,815
45,Teacher,Married,2,On-time,2,0,0,4025,Cash,On-time,9,Positive,Auto + Home,3622
19,Self-Employed,Single,4,Missed,1,1,32915,4694,Cash,On-time,0,Positive,Only Auto,4647
67,Business,Married,1,On-time,1,3,26938,1244,Cash,On-time,0,Positive,Health + Life,1455
23,Retired,Divorced,2,On-time,1,2,1554,952,Bank Transfer,On-time,3,Neutral,Only Health,1028
26,Engineer,Widowed,3,On-time,2,1,24421,3762,Bank Transfer,On-time,7,Positive,Only Auto,3724
50,Self-Employed,Divorced,3,Late,0,1,14233,3521,Bank Transfer,On-time,7,Negative,Only Health,3873
58,Student,Married,1,On-time,0,4,31893,998,Bank Transfer,On-time,5,Positive,Only Health,1397
42,Doctor,Divorced,4,On-time,2,2,37171,4187,Cash,On-time,4,Neutral,Auto + Home,4521
65,Self-Employed,Widowed,5,On-time,1,0,0,3762,Cash,On-time,9,Negative,Health + Life,3385
30,Engineer,Married,1,On-time,1,3,1948,640,Cash,On-time,9,Positive,Auto + Home,748
26,Business,Divorced,5,On-time,0,2,33702,2214,Bank Transfer,On-time,1,Neutral,Auto + Home,2656
70,Student,Married,1,On-time,2,0,0,3320,Bank Transfer,Late,4,Positive,Only Home,2988
30,Student,Married,3,On-time,2,1,25193,2722,UPI,On-time,4,Positive,Auto + Home,2694
48,Student,Single,4,On-time,1,3,8207,2967,Cash,On-time,1,Positive,Health + Life,3471
58,Teacher,Single,3,On-time,1,3,10238,1175,Credit Card,On-time,7,Positive,Only Auto,1374
28,Doctor,Married,4,On-time,1,2,8419,4005,Credit Card,On-time,9,Positive,Auto + Home,4325
21,Business,Divorced,5,Missed,2,4,21410,4102,UPI,Late,4,Positive,Health + Life,5168
51,Business,Divorced,1,On-time,0,0,0,1417,Bank Transfer,Late,4,Negative,Auto + Home,1417
55,Student,Divorced,2,Missed,2,2,15625,2322,Cash,On-time,0,Negative,Only Health,2507
63,Business,Widowed,2,On-time,2,4,24753,4322,Bank Transfer,On-time,0,Positive,Auto + Home,5445
21,Doctor,Married,4,Late,2,4,8322,3103,Bank Transfer,Late,0,Positive,Only Home,3909
55,Doctor,Married,4,On-time,0,4,3614,2230,Credit Card,On-time,7,Positive,Only Health,3122
36,Retired,Widowed,3,On-time,1,3,49233,3928,Credit Card,On-time,9,Positive,Health + Life,4595
23,Self-Employed,Married,2,Late,1,0,0,4654,Cash,On-time,1,Positive,Auto + Home,4188
51,Self-Employed,Married,3,Late,2,0,0,4218,Cash,On-time,7,Neutral,Only Health,3796
35,Retired,Widowed,5,Late,2,2,4271,2124,Bank Transfer,On-time,5,Positive,Only Health,2293
30,Engineer,Single,2,Late,0,1,10029,2306,Bank Transfer,On-time,4,Positive,Only Auto,2536
58,Self-Employed,Married,5,On-time,0,2,6678,4858,UPI,On-time,5,Neutral,Only Health,5829
40,Doctor,Widowed,1,On-time,1,0,0,1954,Bank Transfer,Late,3,Positive,Health + Life,1758
36,Doctor,Divorced,3,On-time,2,3,48989,853,UPI,Late,2,Neutral,Auto + Home,998
62,Self-Employed,Single,4,Late,0,2,30095,3433,Bank Transfer,On-time,3,Positive,Only Health,4119
28,Doctor,Divorced,2,On-time,0,1,16571,1440,Bank Transfer,Late,8,Neutral,Health + Life,1584
18,Retired,Married,3,Missed,2,2,44162,4445,Bank Transfer,On-time,7,Negative,Only Auto,4800
41,Student,Single,4,On-time,2,4,20718,4642,Cash,On-time,7,Neutral,Auto + Home,5848
71,Student,Widowed,1,On-time,2,1,16866,729,Cash,On-time,0,Neutral,Only Home,721
24,Business,Married,2,On-time,2,4,3198,3982,Cash,On-time,4,Positive,Only Health,5017
42,Student,Widowed,5,On-time,2,3,10407,737,UPI,On-time,5,Positive,Only Health,862
38,Teacher,Single,1,Late,2,0,0,4272,UPI,On-time,8,Positive,Only Auto,3844
32,Retired,Divorced,4,On-time,0,2,18138,4673,Cash,On-time,9,Negative,Health + Life,5607
18,Doctor,Married,2,Missed,2,2,6217,3281,UPI,On-time,9,Neutral,Only Auto,3543
29,Self-Employed,Married,2,Late,1,4,32260,3106,Cash,On-time,5,Positive,Health + Life,3913
24,Student,Widowed,1,On-time,2,4,42660,2484,Credit Card,On-time,0,Neutral,Auto + Home,3129
32,Retired,Single,2,Late,1,0,0,3595,Cash,On-time,0,Neutral,Only Health,3235
38,Student,Widowed,4,On-time,1,2,34138,1552,Credit Card,On-time,6,Negative,Only Home,1676
36,Engineer,Single,1,On-time,1,0,0,850,Bank Transfer,On-time,2,Positive,Only Auto,765
46,Doctor,Married,5,On-time,2,4,49282,1412,UPI,On-time,6,Negative,Only Home,1779
42,Engineer,Single,1,On-time,2,4,6259,4945,UPI,On-time,4,Neutral,Only Home,6230
50,Doctor,Married,1,On-time,1,1,30584,1804,Cash,Late,0,Positive,Only Health,1785
66,Retired,Single,5,Late,2,4,15116,3023,Bank Transfer,On-time,7,Positive,Only Health,3808
49,Business,Divorced,4,On-time,0,4,23783,791,Bank Transfer,On-time,8,Positive,Only Home,1107
66,Student,Single,3,On-time,0,0,0,1712,Bank Transfer,Late,5,Positive,Auto + Home,1712
52,Student,Divorced,3,On-time,0,1,22155,967,Bank Transfer,On-time,1,Neutral,Only Home,1063
61,Teacher,Single,5,On-time,0,1,33389,3777,UPI,On-time,8,Positive,Health + Life,4154
55,Self-Employed,Single,4,Late,2,2,34183,3025,Cash,On-time,1,Positive,Health + Life,3267
43,Engineer,Widowed,2,Late,1,3,32048,4075,Cash,On-time,5,Positive,Health + Life,4767
28,Student,Widowed,5,On-time,2,2,33121,3699,Credit Card,On-time,9,Neutral,Health + Life,3994
52,Retired,Married,3,Late,0,2,28541,4825,UPI,On-time,3,Negative,Only Auto,5790
25,Business,Widowed,4,On-time,2,2,37105,1564,Credit Card,On-time,5,Neutral,Auto + Home,1689
63,Self-Employed,Single,1,On-time,2,1,22642,3963,Bank Transfer,On-time,3,Negative,Only Auto,3923
31,Retired,Widowed,4,On-time,0,0,0,2193,Cash,On-time,2,Neutral,Only Auto,2193
27,Engineer,Single,4,On-time,1,4,38825,2894,Credit Card,On-time,7,Neutral,Health + Life,3646
19,Teacher,Divorced,3,Late,2,1,40735,2557,UPI,On-time,4,Positive,Auto + Home,2531
63,Student,Single,3,On-time,2,4,35388,586,Cash,On-time,0,Neutral,Auto + Home,738
26,Retired,Married,2,On-time,0,4,29920,3092,UPI,On-time,7,Positive,Only Home,4328
20,Self-Employed,Divorced,2,On-time,1,3,41761,4542,Cash,On-time,2,Positive,Only Auto,5314
38,Doctor,Married,5,On-time,0,2,32027,3420,UPI,On-time,3,Neutral,Auto + Home,4104
43,Business,Married,1,On-time,0,3,31480,503,UPI,On-time,8,Neutral,Only Health,653
25,Self-Employed,Married,2,On-time,2,2,8386,3594,Cash,On-time,2,Positive,Only Auto,3881
65,Retired,Widowed,3,Missed,1,1,38661,2021,UPI,On-time,4,Positive,Auto + Home,2000
19,Business,Married,4,Late,0,4,22480,3448,UPI,On-time,7,Positive,Only Health,4827
23,Student,Divorced,5,On-time,2,3,38624,4357,Bank Transfer,Late,5,Negative,Only Health,5097
45,Doctor,Single,2,Late,0,1,4655,2477,Cash,On-time,2,Positive,Only Health,2724
70,Teacher,Married,4,On-time,2,1,25868,1974,Credit Card,On-time,7,Negative,Health + Life,1954
46,Self-Employed,Divorced,4,On-time,1,2,32129,1630,Cash,On-time,4,Negative,Only Home,1760
43,Teacher,Married,2,On-time,0,4,17463,1380,Cash,On-time,5,Neutral,Only Home,1931
42,Doctor,Single,1,On-time,1,2,31080,1901,Bank Transfer,On-time,2,Neutral,Auto + Home,2053
29,Business,Divorced,1,Late,1,2,46192,2475,Credit Card,On-time,7,Negative,Auto + Home,2673
22,Student,Divorced,5,On-time,2,1,5308,2250,Credit Card,On-time,3,Positive,Only Home,2227
51,Retired,Single,1,Late,0,2,19246,501,Credit Card,On-time,8,Positive,Only Health,601
65,Doctor,Divorced,5,On-time,0,0,0,1644,UPI,On-time,4,Negative,Auto + Home,1644
54,Engineer,Single,3,On-time,2,4,12470,2138,UPI,On-time,0,Positive,Health + Life,2693
32,Business,Divorced,2,Late,2,2,49260,648,UPI,On-time,8,Positive,Health + Life,699
61,Teacher,Divorced,4,On-time,1,2,41882,4747,Credit Card,On-time,7,Positive,Only Home,5126
53,Self-Employed,Single,5,On-time,0,3,13188,2853,Cash,On-time,4,Positive,Auto + Home,3708
32,Doctor,Single,1,On-time,0,4,11669,2543,Cash,On-time,2,Positive,Auto + Home,3560
60,Teacher,Divorced,5,On-time,2,4,12443,2202,Credit Card,On-time,8,Positive,Only Health,2774
65,Business,Divorced,5,Missed,2,2,20629,3429,Credit Card,On-time,6,Positive,Auto + Home,3703
40,Teacher,Single,1,On-time,2,0,0,1887,Bank Transfer,On-time,7,Neutral,Only Home,1698
23,Doctor,Widowed,1,On-time,0,3,8235,2163,UPI,On-time,2,Negative,Auto + Home,2811
63,Business,Single,2,Late,0,0,0,2580,UPI,On-time,5,Positive,Auto + Home,2580
67,Engineer,Divorced,4,On-time,1,2,43849,2496,UPI,On-time,3,Positive,Health + Life,2695
61,Doctor,Divorced,2,On-time,2,4,29547,4192,Bank Transfer,On-time,2,Positive,Only Home,5281
60,Retired,Divorced,2,On-time,1,4,49435,3730,Bank Transfer,On-time,3,Negative,Only Auto,4699
62,Student,Single,1,On-time,0,0,0,1750,Bank Transfer,On-time,1,Positive,Only Home,1750
38,Doctor,Divorced,1,On-time,1,1,41928,4962,Credit Card,On-time,4,Positive,Only Home,4912
40,Business,Widowed,4,On-time,1,2,28885,2536,Bank Transfer,On-time,7,Positive,Only Auto,2738
60,Self-Employed,Married,5,Late,1,4,10291,1037,Cash,On-time,4,Neutral,Only Auto,1306
72,Student,Widowed,2,On-time,2,1,45978,2054,Credit Card,On-time,1,Positive,Health + Life,2033
33,Doctor,Single,4,On-time,0,4,5132,2652,Credit Card,On-time,6,Neutral,Only Health,3712
64,Engineer,Divorced,2,On-time,2,4,32683,1290,UPI,On-time,7,Neutral,Only Home,1625
70,Self-Employed,Single,5,On-time,1,1,1844,2448,UPI,On-time,3,Neutral,Only Home,2423
32,Engineer,Married,2,Missed,2,0,0,4643,Bank Transfer,On-time,2,Positive,Only Home,4178
42,Retired,Single,3,On-time,0,2,32516,1935,Cash,On-time,7,Neutral,Only Home,2322
53,Self-Employed,Divorced,4,On-time,0,1,35411,3749,Credit Card,Late,9,Neutral,Health + Life,4123
28,Teacher,Married,1,On-time,1,1,35031,3348,Credit Card,On-time,1,Positive,Only Home,3314
68,Self-Employed,Married,2,On-time,1,4,36702,613,Credit Card,On-time,6,Neutral,Only Auto,772
32,Student,Divorced,4,On-time,2,1,23523,2843,UPI,Late,9,Positive,Only Auto,2814
21,Self-Employed,Divorced,4,On-time,0,2,40942,661,UPI,On-time,7,Neutral,Auto + Home,793
38,Business,Divorced,2,On-time,0,0,0,4412,Cash,On-time,4,Positive,Health + Life,4412
30,Business,Single,1,On-time,2,0,0,1003,UPI,On-time,6,Neutral,Auto + Home,902
39,Teacher,Widowed,1,On-time,0,0,0,3134,Cash,On-time,8,Positive,Only Home,3134
36,Self-Employed,Single,2,On-time,1,2,15100,3005,UPI,On-time,7,Positive,Health + Life,3245
51,Engineer,Single,4,On-time,1,4,43467,1894,Cash,On-time,4,Negative,Health + Life,2386
31,Engineer,Widowed,1,Missed,2,2,34884,2009,UPI,On-time,3,Positive,Only Health,2169
21,Doctor,Divorced,2,On-time,2,1,41518,2819,UPI,On-time,2,Neutral,Only Health,2790
65,Retired,Divorced,2,Missed,2,3,47348,3750,Bank Transfer,On-time,5,Negative,Auto + Home,4387
70,Student,Widowed,2,On-time,1,3,14932,979,Bank Transfer,On-time,3,Positive,Auto + Home,1145
69,Retired,Widowed,4,Late,2,3,44700,4754,Bank Transfer,On-time,3,Neutral,Only Auto,5562
63,Self-Employed,Single,1,On-time,0,0,0,1254,Cash,On-time,6,Positive,Only Auto,1254
44,Retired,Married,4,On-time,2,2,47014,4499,Cash,On-time,9,Positive,Only Auto,4858
46,Doctor,Widowed,3,On-time,0,2,20640,2336,Cash,On-time,4,Positive,Health + Life,2803
64,Retired,Single,1,On-time,1,0,0,703,Cash,On-time,0,Neutral,Only Home,632
45,Teacher,Married,4,On-time,0,1,20560,3342,Bank Transfer,Late,4,Positive,Auto + Home,3676
52,Doctor,Divorced,1,On-time,0,3,7380,3849,Credit Card,On-time,5,Positive,Only Auto,5003
25,Teacher,Divorced,3,On-time,0,3,48756,3714,UPI,Late,0,Neutral,Health + Life,4828
33,Self-Employed,Single,5,On-time,1,0,0,4091,UPI,On-time,2,Positive,Only Health,3681
59,Doctor,Single,2,On-time,0,3,49601,4711,Cash,On-time,5,Negative,Only Home,6124
53,Self-Employed,Widowed,4,On-time,0,4,30579,891,Bank Transfer,Late,6,Neutral,Only Health,1247
47,Self-Employed,Divorced,3,On-time,2,2,31200,3914,Credit Card,On-time,6,Negative,Only Health,4227
35,Retired,Single,3,On-time,2,3,20729,3944,Bank Transfer,On-time,6,Positive,Only Home,4614
19,Teacher,Divorced,1,On-time,2,3,29537,3273,UPI,On-time,8,Positive,Health + Life,3829
66,Self-Employed,Divorced,1,On-time,0,4,43100,2916,Cash,On-time,1,Positive,Only Health,4082
30,Teacher,Widowed,2,On-time,0,1,25125,1738,Cash,Late,2,Negative,Health + Life,1911
21,Teacher,Married,1,On-time,1,1,6655,3448,Bank Transfer,On-time,6,Neutral,Only Health,3413
43,Doctor,Widowed,4,Missed,0,4,3448,1240,Cash,On-time,5,Negative,Only Auto,1736
42,Business,Single,4,On-time,0,1,15185,4383,Credit Card,On-time,0,Positive,Only Home,4821
47,Retired,Widowed,4,Missed,1,0,0,4632,UPI,On-time,9,Neutral,Auto + Home,4168
28,Self-Employed,Widowed,5,On-time,0,4,23280,3343,Credit Card,On-time,6,Neutral,Only Home,4680
24,Teacher,Divorced,4,Missed,1,2,34971,2035,Bank Transfer,On-time,1,Neutral,Only Health,2197
48,Student,Widowed,1,Late,1,2,40387,868,UPI,Late,3,Positive,Only Health,937
61,Business,Single,1,On-time,2,2,7798,2771,Credit Card,On-time,6,Neutral,Only Auto,2992
27,Self-Employed,Married,4,On-time,0,3,18228,2457,Credit Card,On-time,3,Neutral,Only Auto,3194
56,Student,Widowed,3,On-time,2,4,36739,1598,Credit Card,On-time,5,Positive,Only Home,2013
30,Retired,Widowed,3,On-time,0,4,35036,3271,UPI,On-time,8,Positive,Auto + Home,4579
48,Retired,Married,3,Missed,2,1,49720,1891,UPI,On-time,4,Positive,Only Home,1872
24,Teacher,Single,2,Missed,1,4,30309,2147,Cash,On-time,2,Neutral,Auto + Home,2705
73,Teacher,Single,5,Late,1,4,5744,2531,Bank Transfer,Late,5,Neutral,Health + Life,3189
66,Self-Employed,Widowed,4,Late,1,1,41503,2178,Cash,On-time,3,Positive,Only Health,2156
59,Doctor,Divorced,2,Missed,1,4,15548,2646,Bank Transfer,On-time,8,Positive,Health + Life,3333
59,Business,Widowed,3,On-time,0,4,43589,3324,UPI,On-time,1,Positive,Only Home,4653
73,Self-Employed,Married,4,On-time,0,0,0,3796,Credit Card,On-time,9,Positive,Auto + Home,3796
53,Business,Married,2,On-time,2,1,38853,4670,Cash,Late,4,Neutral,Auto + Home,4623
37,Teacher,Married,1,On-time,0,0,0,4281,UPI,Late,8,Negative,Health + Life,4281
21,Retired,Widowed,3,On-time,0,3,25703,2731,UPI,On-time,9,Negative,Only Auto,3550
71,Teacher,Widowed,2,On-time,2,1,26527,3864,UPI,On-time,6,Negative,Only Auto,3825
24,Retired,Single,1,On-time,1,4,36032,3628,Cash,On-time,4,Positive,Health + Life,4571
71,Self-Employed,Divorced,3,On-time,2,4,32430,1772,UPI,On-time,7,Positive,Only Auto,2232
18,Retired,Widowed,5,Late,2,0,0,2479,Bank Transfer,On-time,1,Neutral,Auto + Home,2231
